,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
9787,"Watch “Verona Pentony Momentum House, Ireland on CSR supporting charity partners SOS and Special Olympics and the people from Ukraine” by @cavantv on #Vimeo  https://t.co/1DVwUuOuaI",watch  verona pentony momentum house  ireland on csr supporting charity partners sos and special olympics and the people from ukraine  by   on  vimeo   ,0.3035714285714286,0.4107142857142857,positive,0.0,0.704,0.296,0.8126
9788,@TracyDempsey @JoeBrolly1993 Olympic legend Sonia O'Sullivan @soniaagrith has written how womens sport needs to be protected. If you talk to Irish women &amp; men you'll find that viewpoint is mainstream it's not fringe or right wing.  https://t.co/b2UcPmQm4Q,    olympic legend sonia o sullivan   has written how womens sport needs to be protected  if you talk to irish women  amp  men you ll find that viewpoint is mainstream it s not fringe or right wing    ,0.14285714285714285,0.26785714285714285,positive,0.0,0.919,0.081,0.4404
9789,We might end up at the Olympics in jokes. We are in CT collecting medal after medal.,we might end up at the olympics in jokes  we are in ct collecting medal after medal ,0.0,0.0,positive,0.0,0.631,0.369,0.802
9790,The Wall: Climb for Gold (2022) 1hr 35m [12] This gripping documentary follows four elite female climbers as they endure the peaks and valleys along an emotional road to the Olympics....  https://t.co/w9lLv6JFkF  https://t.co/RsXbyoGwjK,the wall  climb for gold  2022  1hr 35m  12  this gripping documentary follows four elite female climbers as they endure the peaks and valleys along an emotional road to the olympics          ,0.125,0.4541666666666667,positive,0.0,0.949,0.051,0.1531
9791,"2. The 34-year-old Olympic medalist is likely only to return to training next year, but is determined to compete in the Paris Olympics.  Azizulhasni underwent a three-hour corrective surgery on April 21 for anomalous aortic origin of right coronary artery.",2  the 34 year old olympic medalist is likely only to return to training next year  but is determined to compete in the paris olympics   azizulhasni underwent a three hour corrective surgery on april 21 for anomalous aortic origin of right coronary artery ,0.07714285714285714,0.5471428571428572,positive,0.0,0.928,0.072,0.4767
9792,"The #Olympic sized event is scheduled to be held in Hangzhou from September 10-25, less than 200 kilometres (125 miles) southwest of Shanghai, which is battling a large Covid-19 outbreak.  https://t.co/I9UHnFP8pC",the  olympic sized event is scheduled to be held in hangzhou from september 10 25  less than 200 kilometres  125 miles  southwest of shanghai  which is battling a large covid 19 outbreak    ,0.023809523809523808,0.2476190476190476,negative,0.065,0.935,0.0,-0.2732
9793,@TonyJon44017797 @S525An @ImmijGordon @stacysmomlove @writtenbyirene You can see that Herodotus himself knows (and later will prove – although this text has not survived) that ancient Macedonians were Greeks. He furthermore states that the Olympic judges (Hellenodicae) “determined that it is so” (i.e. that the ancient Macedonians were Greeks),          you can see that herodotus himself knows  and later will prove   although this text has not survived  that ancient macedonians were greeks  he furthermore states that the olympic judges  hellenodicae   determined that it is so   i e  that the ancient macedonians were greeks ,0.0,0.0,negative,0.061,0.884,0.054,-0.0777
9794,"Folk artist Li Chengcai from Qingdao in East China's Shandong province has created a series of dough figurines including Bing Dwen Dwen and Shuey Rhon Rhon; as well as Gu Ailing, a champion of the Beijing 2022 Winter Olympics; #BingDwenDwen  #好品山东  https://t.co/7hsDFMqbRv",folk artist li chengcai from qingdao in east china s shandong province has created a series of dough figurines including bing dwen dwen and shuey rhon rhon  as well as gu ailing  a champion of the beijing 2022 winter olympics   bingdwendwen          ,0.0,0.0,positive,0.0,0.814,0.186,0.7906
9795,Olympic FC Peninsula Soccer Prediction: 01/05/2022 10:00(CET) #OlympicFCPeninsula 50 percent of people have picked #OlympicFC #livestream available  https://t.co/gOD2ao22vh,olympic fc peninsula soccer prediction  01 05 2022 10 00 cet   olympicfcpeninsula 50 percent of people have picked  olympicfc  livestream available   ,0.4,0.4,neutral,0.0,1.0,0.0,0.0
9796,"Garden Bridge: corrupt procurement, way over budget, only Boris &amp; Lumley wanted it Routemaster: temperatures didn't work Olympic Cauldron: stole the design B Of The Bang: bits fell off Blue Carpet: the colour disappeared",garden bridge  corrupt procurement  way over budget  only boris  amp  lumley wanted it routemaster  temperatures didn t work olympic cauldron  stole the design b of the bang  bits fell off blue carpet  the colour disappeared,-0.16666666666666666,0.7000000000000001,negative,0.056,0.944,0.0,-0.2263
9797,SOUZOUJYO NO FRUITS - LAST IDOL THAILAND [AOT] @ OLYMPIC DAY 2022 - หนอง...  https://t.co/5HcmSZH6Lh @YouTubeより,souzoujyo no fruits   last idol thailand  aot    olympic day 2022                 ,0.0,0.06666666666666667,negative,0.196,0.804,0.0,-0.296
9798,What does art of the metaverse look like? #254  @amatou_0429   https://t.co/0N74m6UkhT  Tokyo 2020 Olympic Village  https://t.co/WGWJYAupIM,what does art of the metaverse look like   254    0429      tokyo 2020 olympic village   ,0.0,0.0,positive,0.0,0.839,0.161,0.3612
9799,ZHENG Si Wei/HUANG Ya Qiong taking proper revenge of olympics final.Can Huang Dong Ping do some magic. Isn’t that the dream final be expected @sacrasmnazi,zheng si wei huang ya qiong taking proper revenge of olympics final can huang dong ping do some magic  isn t that the dream final be expected  ,0.08,0.7,negative,0.116,0.816,0.068,-0.34
9800,"Watch : WINNER 2022 [LIVE] Date: May 1, Sunday, 5 PM KST Location: Olympic Park, Olympic Hall, Seoul . .. Link Stream ⇨  https://t.co/2QVpLjt65K ,,, ,,, #WINNER2022Concert  https://t.co/V2Gra1AkLR",watch   winner 2022  live  date  may 1  sunday  5 pm kst location  olympic park  olympic hall  seoul      link stream               winner2022concert   ,0.13636363636363635,0.5,positive,0.0,0.817,0.183,0.5859
9801,"Flashback to when racegoers @LeopardstownRC  watched @KatieTaylor win Olympic gold in London.  Ten years later she’s the WBA, WBC, WBO and IBF World lightweight champion 🐐   #AndStill #ForHistory  https://t.co/Yx4fyRQNE0",flashback to when racegoers    watched   win olympic gold in london   ten years later she s the wba  wbc  wbo and ibf world lightweight champion      andstill  forhistory   ,0.26666666666666666,0.13333333333333333,positive,0.0,0.749,0.251,0.8271
9802,Congratulations to the Nagaland Archery Team. Gold in individual Olympic Round won by Edikunu Rikha and three bronze medals in team events. You have made Nagaland proud. Keep winning Team Nagaland.  https://t.co/x9IWZ1keGm,congratulations to the nagaland archery team  gold in individual olympic round won by edikunu rikha and three bronze medals in team events  you have made nagaland proud  keep winning team nagaland    ,0.275,0.6375,positive,0.0,0.657,0.343,0.9337
9803,"This is the right move. The Olympic stadium just isn’t fit for purpose when it comes to rectangular sports, hopefully the NRL will only have limited games there soon. #NRL",this is the right move  the olympic stadium just isn t fit for purpose when it comes to rectangular sports  hopefully the nrl will only have limited games there soon   nrl,0.15357142857142858,0.5196428571428572,positive,0.056,0.792,0.152,0.5106
9804,"@nyiurdiutara Inpesta abstrak aja ntar gw, Iyah menabung memang solu yg paling sip pada saat ini, maka semoga dana yg di dna pro, kakek olympic &amp; cilik kupi bisa segera di wd untuk masa depan yg lebih terpelajar &amp; menakjubkan atuh a. Segenap jajaran ABC mengucapkan selamat hari raya idul Fitri",  inpesta abstrak aja ntar gw  iyah menabung memang solu yg paling sip pada saat ini  maka semoga dana yg di dna pro  kakek olympic  amp  cilik kupi bisa segera di wd untuk masa depan yg lebih terpelajar  amp  menakjubkan atuh a  segenap jajaran abc mengucapkan selamat hari raya idul fitri,0.0,0.0,positive,0.0,0.928,0.072,0.5719
9805,"Have you ever experienced the feeling of playing football in the sea breeze？ This is the five-a-side diamond offshore stadium built in the Qingdao Olympic Sailing Center. This summer, come to Qingdao to experience the passion of offshore football!  https://t.co/WiHruR1sxV",have you ever experienced the feeling of playing football in the sea breeze  this is the five a side diamond offshore stadium built in the qingdao olympic sailing center  this summer  come to qingdao to experience the passion of offshore football    ,0.35000000000000003,0.5,positive,0.0,0.805,0.195,0.7717
9807,frog's top selected predictions in the next hour include:  🇹🇼Taiwan Steel v Hang Yuen 🇦🇺Olympic FC v Peninsula 🇨🇳Henan Songshan Longmen W v Beijing Beikong Women  https://t.co/69fhe8tO50,frog s top selected predictions in the next hour include     taiwan steel v hang yuen   olympic fc v peninsula   henan songshan longmen w v beijing beikong women   ,0.25,0.25,positive,0.0,0.921,0.079,0.2023
9808,"""Practicing for the Winter Olympics.""  #CatsOfTwitter #cats #CatsOfTheQuarantine  https://t.co/X1WTXIuxS3", practicing for the winter olympics     catsoftwitter  cats  catsofthequarantine   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
9809,i got drunk and cried about the opening for mario and sonic at the olympic winter games vancouver 2010,i got drunk and cried about the opening for mario and sonic at the olympic winter games vancouver 2010,-0.5,1.0,negative,0.238,0.762,0.0,-0.6124
9810,"Young based God in Olympics, stay fuckin bitches. Got da chop 6 wit extensions",young based god in olympics  stay fuckin bitches  got da chop 6 wit extensions,0.1,0.4,negative,0.229,0.647,0.124,-0.4215
9811,"@NadiaSa84115612 @BadmintonTalk bener, after olympic sempet down dia, skrg siwei is back🥹🫶🏻",    bener  after olympic sempet down dia  skrg siwei is back   ,-0.07777777777777779,0.14444444444444446,neutral,0.0,1.0,0.0,0.0
9812,aowkao final bac rasa olympics games,aowkao final bac rasa olympics games,0.0,1.0,neutral,0.0,1.0,0.0,0.0
9813,GOAL to Adamstown Rosebud JFC in the NPL Northern NSW Women's! They trail Newcastle Olympic 1 - 4 after 58'.  WATCH LIVE:  https://t.co/EOECuywvKY #football #growthegame #autoclip #NPL #NPLNNSW #NPLW  https://t.co/lYUZE6brEQ,goal to adamstown rosebud jfc in the npl northern nsw women s  they trail newcastle olympic 1   4 after 58    watch live      football  growthegame  autoclip  npl  nplnnsw  nplw   ,0.13636363636363635,0.5,neutral,0.0,1.0,0.0,0.0
9814,"@Alicia0Givens He can run until he wins Olympic Gold and get every single vote, win the majority of electoral votes and it will not matter. He is ineligible to be president of the United States.  His mother was born in Canada and his father was born in South Africa. Musk was born in S. Africa.",  he can run until he wins olympic gold and get every single vote  win the majority of electoral votes and it will not matter  he is ineligible to be president of the united states   his mother was born in canada and his father was born in south africa  musk was born in s  africa ,0.3428571428571429,0.2714285714285714,positive,0.018,0.812,0.171,0.8814
9815,"The Rabbitohs haven’t called the Moore Park precinct home since 2005, when the club decided to uproot and move to Olympic Park and grow its membership | @MichaelChammas  https://t.co/Bg6Y5494iA",the rabbitohs haven t called the moore park precinct home since 2005  when the club decided to uproot and move to olympic park and grow its membership       ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
9816,"And what a fantastic platform @DevonLife is to showcase that, with so many amazing contributors I am lucky enough to work with.  I would say here’s to the next ten years, but if Tempting Fate were an Olympic sport, that would make me GB team captain.",and what a fantastic platform   is to showcase that  with so many amazing contributors i am lucky enough to work with   i would say here s to the next ten years  but if tempting fate were an olympic sport  that would make me gb team captain ,0.2619047619047619,0.5190476190476191,positive,0.0,0.853,0.147,0.6946
9817,@TonyJon44017797 @S525An @ImmijGordon @stacysmomlove @writtenbyirene Many Macedonians athletes participated in the Olympics,          many macedonians athletes participated in the olympics,0.5,0.5,neutral,0.0,1.0,0.0,0.0
9818,BANDWAGON - LAST IDOL THAILAND [PROTEA] @ OLYMPIC DAY 2022 - หนองคาย [30...  https://t.co/BP1wOGLid0 @YouTubeより,bandwagon   last idol thailand  protea    olympic day 2022            30          ,0.0,0.06666666666666667,neutral,0.0,1.0,0.0,0.0
9819,@Wakes_Kay1 Boyfriend Olympics Champion 🏆 ✨  My F maan!!!🤣🤣🤣🤣,  kay1 boyfriend olympics champion      my f maan       ,0.0,0.0,positive,0.0,0.562,0.438,0.5994
9820,@discusabs Hi Abdul I hope you are well and enjoying the Bank Holiday weekend I bet you wish you could put on the GB vest again after seeing a throw like that 10 years on from your sole Olympic appearance,  hi abdul i hope you are well and enjoying the bank holiday weekend i bet you wish you could put on the gb vest again after seeing a throw like that 10 years on from your sole olympic appearance,0.25,0.425,positive,0.0,0.648,0.352,0.936
9821,sa mytwt everyday ang olympics,sa mytwt everyday ang olympics,-0.2,0.6,neutral,0.0,1.0,0.0,0.0
9822,"Western screech-owl (Megascops kennicottii), Olympic Peninsula, Washington, April 2018  https://t.co/qDs8gmF2ss",western screech owl  megascops kennicottii   olympic peninsula  washington  april 2018   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
9823,"Joydeep Karmakar will be in charge of the Indian continent till 2025, including the Paris Olympics 2024  #Sports  https://t.co/y8wyrgNAAK",joydeep karmakar will be in charge of the indian continent till 2025  including the paris olympics 2024   sports   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
9824,The first ever Kerala Olympics kick off in Trivandrum  https://t.co/4SDZrj15TB,the first ever kerala olympics kick off in trivandrum   ,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0
9825,On Katie Taylor's resume she has...  Serrano Jonas Persoon x2 McCaskill Linardatou Gutierrez  And many others.  Not to mention Olympic Gold medalist and a stellar amateur career including 5 World Championship wins.  Legendary.,on katie taylor s resume she has     serrano jonas persoon x2 mccaskill linardatou gutierrez  and many others   not to mention olympic gold medalist and a stellar amateur career including 5 world championship wins   legendary ,0.36,0.44000000000000006,positive,0.0,0.815,0.185,0.765
9826,Has the Olympic Carrier been giving away the fleet's position? Battlestar Galactica.  https://t.co/F7odsJ7K5a,has the olympic carrier been giving away the fleet s position  battlestar galactica    ,0.0,0.0,positive,0.0,0.821,0.179,0.34
9827,"@yomi_olympic @SeanRMoorhead Kids in cages didn't even really stop under Trump - it kept happening at a much lesser rate, but cable news didn't care anymore since it wasn't the ratings generator it used to be over the summer of 2018.",  olympic   kids in cages didn t even really stop under trump   it kept happening at a much lesser rate  but cable news didn t care anymore since it wasn t the ratings generator it used to be over the summer of 2018 ,0.1,0.35,positive,0.042,0.856,0.102,0.5504
9828,"@ABDxiicl0 @S525An @ImmijGordon @stacysmomlove @writtenbyirene Yes, but in the context of the Macedonians it was not. They were explicitly called foreign and not Greek, unable to compete in the Olympics etc.",          yes  but in the context of the macedonians it was not  they were explicitly called foreign and not greek  unable to compete in the olympics etc ,-0.20833333333333334,0.20833333333333334,positive,0.0,0.931,0.069,0.2144
9829,@bagasthar_ @jokowi @Olympics Lawas om,       lawas om,0.0,0.0,neutral,0.0,1.0,0.0,0.0
9830,@ZzzleepyMe @ItsJamMagno Bat mo kkwestionin ung MILO olympics na ginagawa sa lingayen ??  https://t.co/RwZeJTr7iW,    bat mo kkwestionin ung milo olympics na ginagawa sa lingayen      ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
9831,"@Yogi_forPM2024 Mishra pandey dubey tiwari sare ke sare h desh ki bimari, na koi bada entrepreneur banenge, na koi Olympic m medal laenge, bas gandagi falaenge aur sabko fir Maharashtra aana h ganda karne",  forpm2024 mishra pandey dubey tiwari sare ke sare h desh ki bimari  na koi bada entrepreneur banenge  na koi olympic m medal laenge  bas gandagi falaenge aur sabko fir maharashtra aana h ganda karne,0.0,0.0,positive,0.0,0.906,0.094,0.4767
9832,(Olympics chief praises Brisbane 2032 after 'honeymoon' meeting | eNCA) has been published on The Globe -  https://t.co/bVKKno82wK, olympics chief praises brisbane 2032 after  honeymoon  meeting   enca  has been published on the globe     ,0.0,0.0,positive,0.0,0.805,0.195,0.5267
9833,"Read about basketball legend &amp; Pixstory brand ambassador @DwightHoward in @htTweets   The @Lakers star spoke about #BlackLivesMatter , association with Pixstory as an investor &amp; it's ambassador. 8-time NBA All-Star, Olympic gold, playing in @NBA since 2004  Story of a legend...  https://t.co/GcA59WAIdW",read about basketball legend  amp  pixstory brand ambassador   in     the   star spoke about  blacklivesmatter   association with pixstory as an investor  amp  it s ambassador  8 time nba all star  olympic gold  playing in   since 2004  story of a legend      ,0.0,0.0,positive,0.0,0.951,0.049,0.2023
9834,@fillylulu @Helen91523707 @Olympics 太对了无论是央视还是什么其他平台 都用了很多优美的词句来夸他 羽生真的很棒,                                           ,0.0,0.0,neutral,0.0,0.0,0.0,0.0
9835,ini mereka baru ketemu lagi gak sih abis final olympics,ini mereka baru ketemu lagi gak sih abis final olympics,0.0,1.0,neutral,0.0,1.0,0.0,0.0
9836,"@waltermzembi If you haven't watched it, I recommend that you watch ""The Dictator"" on Netflix if you find time. The guy would hold Olympics and win everything 😂. It's the level of idiocy that is being displayed by Harare. How low the bar has fallen is appalling.  https://t.co/YY0OVS7djK",  if you haven t watched it  i recommend that you watch  the dictator  on netflix if you find time  the guy would hold olympics and win everything    it s the level of idiocy that is being displayed by harare  how low the bar has fallen is appalling    ,0.037500000000000006,0.5,negative,0.135,0.744,0.12,0.0516
9837,"@deandrasu @jokowi @Olympics Mugi"" tasih saget ketemu malih kalih sampean mas",      mugi  tasih saget ketemu malih kalih sampean mas,0.0,0.0,neutral,0.0,1.0,0.0,0.0
9838,@kannar852 @vinayakkm Chutiyeah spelling toh thik kar. It's loser not looser. Aise chutiyeah log 2 times Olympic medalist ko sikhayenge 🤦🤦🤦🤦,    chutiyeah spelling toh thik kar  it s loser not looser  aise chutiyeah log 2 times olympic medalist ko sikhayenge     ,0.0,0.0,negative,0.175,0.825,0.0,-0.5267
9839,@Bluertwo All Drug Olympics    https://t.co/WuEmIT3AEl,  all drug olympics     ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
9840,@DeathmatchJay @Krackerbastard you look like you're in the middle of an Olympic triple backflip dive!!,    you look like you re in the middle of an olympic triple backflip dive  ,0.0,0.0,positive,0.0,0.839,0.161,0.3612
9841,@kuroelf waduch gajadi pergi olympic bareng kokoh nih san.,  waduch gajadi pergi olympic bareng kokoh nih san ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
9842,Katie Taylor says her dramatic Madison Square Garden victory over Amanda Serrano topped her 2012 Olympic gold medal win #TaylorSerrano  https://t.co/vNGQHSlMyG,katie taylor says her dramatic madison square garden victory over amanda serrano topped her 2012 olympic gold medal win  taylorserrano   ,0.18333333333333338,0.5,positive,0.0,0.723,0.277,0.7845
9843,"Dude, I was just telling my friend the celebrities that worked out at Nautilus Fitness on Olympic Blvd in the City National Bank Building.  I remember chatting with you about 30yrs ago.. #meatballs #mybodyguard great generation 🙏",dude  i was just telling my friend the celebrities that worked out at nautilus fitness on olympic blvd in the city national bank building   i remember chatting with you about 30yrs ago    meatballs  mybodyguard great generation  ,0.8,0.75,positive,0.0,0.767,0.233,0.8555
9844,30 sets by VINCENT #COLLET in #France (2021 Olympics)  https://t.co/q0p2ixHQFP #fiba #playbook,30 sets by vincent  collet in  france  2021 olympics      fiba  playbook,0.0,0.0,neutral,0.0,1.0,0.0,0.0
9845,"Washington Travel Guide to the Best Nature Attractions featuring Mount Rainier, Olympic National Park and Cape Flattery!  #TravellingFoodie @StateWaTourism @komonews  https://t.co/yPLGH8O7pu",washington travel guide to the best nature attractions featuring mount rainier  olympic national park and cape flattery    travellingfoodie       ,1.0,0.3,positive,0.0,0.641,0.359,0.8126
9846,@Olympics 三连冠www官方认证,     www    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
9847,Olympics when he was little and wanted to be just like the men on the court. Hinata was the only member of his first volleyball club. Tendou was bullied out of a community gym. Hinata found more inspiration through Kageyama Tobio. Tendou found his through Ushijima Wakatoshi.,olympics when he was little and wanted to be just like the men on the court  hinata was the only member of his first volleyball club  tendou was bullied out of a community gym  hinata found more inspiration through kageyama tobio  tendou found his through ushijima wakatoshi ,0.140625,0.5833333333333333,positive,0.077,0.807,0.116,0.2716
9848,"Dumb bitch cant even differentiate btwn army and navy uniforms😭 also it's none of ur fking business. There are korean olympic players who dont hav to serve in the army &amp; bts earn 3x more than an olympic gold medalist. If olympic players can be exempted, so can they. Anw it's +",dumb bitch cant even differentiate btwn army and navy uniforms  also it s none of ur fking business  there are korean olympic players who dont hav to serve in the army  amp  bts earn 3x more than an olympic gold medalist  if olympic players can be exempted  so can they  anw it s  ,0.0625,0.5,negative,0.127,0.873,0.0,-0.7964
9849,"Shaving your booty hole is all fun and games until you have to spread them cheeks like you’re opening up to the dentist. Doing some weird yoga shit in the shower to get the perfect angle, squatting like you’re training for the Olympics. Only for it to be itchy the next day. 🥴",shaving your booty hole is all fun and games until you have to spread them cheeks like you re opening up to the dentist  doing some weird yoga shit in the shower to get the perfect angle  squatting like you re training for the olympics  only for it to be itchy the next day   ,0.09999999999999999,0.6666666666666666,positive,0.111,0.708,0.181,0.6808
9850,@SydneyOlympicFC @apialeichhardt @NPLNSW #football @DeathNsl @SOFC_Supporters @olympic_101  https://t.co/FtvMbulPEn,       football     supporters   101   ,0.0,0.0,positive,0.0,0.408,0.592,0.4404
9851,@ABDxiicl0 @S525An @ImmijGordon @stacysmomlove @writtenbyirene It was used as foreigner in the context I refer to. The Macedonians were foreigners unable to compete in Greek events like the Olympics.,          it was used as foreigner in the context i refer to  the macedonians were foreigners unable to compete in greek events like the olympics ,-0.25,0.25,positive,0.0,0.898,0.102,0.3612
9852,"@Shhravxx every guy is a guy individually, RC laantonni cheskuni vaanilo RC ni chuskunta kaapuram chesthe, neeku RC dorikinatte, vaadu erri puvva? 😢  nuv chuuse RC lo unna original odu Olympic jyothi ni pattukovaala? 😰  sad 😔",  every guy is a guy individually  rc laantonni cheskuni vaanilo rc ni chuskunta kaapuram chesthe  neeku rc dorikinatte  vaadu erri puvva     nuv chuuse rc lo unna original odu olympic jyothi ni pattukovaala     sad  ,-0.041666666666666664,0.7166666666666667,negative,0.088,0.847,0.065,-0.2023
9853,"The GMDA will set up three swimming pools in Tau Devi Lal Sports Complex by next summer. While one pool will be all weather, another will be a regular swimming pool, and the third will be an olympic size swimming pool for athletes to train.   My report.    https://t.co/ovJqDPi4TM",the gmda will set up three swimming pools in tau devi lal sports complex by next summer  while one pool will be all weather  another will be a regular swimming pool  and the third will be an olympic size swimming pool for athletes to train    my report      ,-0.075,0.11923076923076924,neutral,0.0,1.0,0.0,0.0
9854,congrats to both players!   wah jadi kangen wang yihan:) dia tuh kyk datok chong wei yg istilahnya raja tanpa mahkota.  pernah menjadi yg terbaik tapi ga pernah dapet gold olympic.   sad but true~  https://t.co/UojgFuSJNw,congrats to both players    wah jadi kangen wang yihan   dia tuh kyk datok chong wei yg istilahnya raja tanpa mahkota   pernah menjadi yg terbaik tapi ga pernah dapet gold olympic    sad but true    ,-0.07500000000000001,0.825,positive,0.054,0.791,0.155,0.5927
9856,"Tyler Badie interview: Looney Tunes, living through Hurricane Katrina, Junior Olympics and being the  https://t.co/auaLP2tsri #sports",tyler badie interview  looney tunes  living through hurricane katrina  junior olympics and being the     sports,0.0,0.0,neutral,0.0,1.0,0.0,0.0
9857,Olympic Stadium Prompts 181-Apartment Tower Plan  https://t.co/IIp3BueTHH #propertyinvestment,olympic stadium prompts 181 apartment tower plan     propertyinvestment,0.0,0.0,neutral,0.0,1.0,0.0,0.0
9858,whenever dodgeball comes to the olympics just know im ready to win gold for our country,whenever dodgeball comes to the olympics just know im ready to win gold for our country,0.5,0.45,positive,0.0,0.69,0.31,0.743
9859,@FabrizioRomano @GettySport he was diving like an olympic competitor yesterday..great player but equally frustrating,    he was diving like an olympic competitor yesterday  great player but equally frustrating,0.2,0.825,positive,0.21,0.492,0.298,-0.1027
9860,John Coates ends 32 years as Australian Olympic boss  https://t.co/1u0XaPCCWq,john coates ends 32 years as australian olympic boss   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
9861,"Yg satu gold medalist olympic, yg atu lagi silver medalist olympic, masa kaga kenal pak🤣",yg satu gold medalist olympic  yg atu lagi silver medalist olympic  masa kaga kenal pak ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
9862,Being a boy mom is literally an Olympic  sport 🥴,being a boy mom is literally an olympic  sport  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
9863,Umpire masa kaga tau nama olympic champion dan wr1 xd sehhhh,umpire masa kaga tau nama olympic champion dan wr1 xd sehhhh,0.0,0.0,positive,0.0,0.539,0.461,0.8271
9864,"#BAC2022 final XD unggulan 1 sama 2, gold n silver olympic medal lho ini..kok bisa2nya wasitnya ga bisa bedain..Lawaakk bener woy lu orang manaa 🤣🤣🤣", bac2022 final xd unggulan 1 sama 2  gold n silver olympic medal lho ini  kok bisa2nya wasitnya ga bisa bedain  lawaakk bener woy lu orang manaa    ,0.0,1.0,positive,0.0,0.753,0.247,0.7845
9865,📷 Before and After by Dandy Shoe Care  “Olympic Australis” by Dandy Shoe Care in exclusive for our great client and big friend of mine: Mr.M.P.  https://t.co/F3CKiwRG5Z,  before and after by dandy shoe care   olympic australis  by dandy shoe care in exclusive for our great client and big friend of mine  mr m p    ,0.4,0.425,positive,0.0,0.568,0.432,0.9349
9866,"[LIVE] MONSTA X ""MX Agent"" 6th Offical Fanclub Date: May 1, Sunday, 4 PM KST Location: Olympic Park SK Handball Gymnasium .. . Link Stream ⇨  https://t.co/zEULJIY49I -- - #MX레스토랑0501 #몬스타엑스 #MONSTAX #MX_AGENT #MONSTAX_FAN_CON  https://t.co/7puGZtuJam", live  monsta x  mx agent  6th offical fanclub date  may 1  sunday  4 pm kst location  olympic park sk handball gymnasium      link stream            mx    0501         monstax  mx agent  monstax fan con   ,0.13636363636363635,0.5,positive,0.0,0.922,0.078,0.3182
9867,"ICYMI: Zach Guerrero (@zachrguerrero) suited up for Team Philippines Men's Running in the last recently concluded Tokyo 2020 Olympics. Zach finished gold, but didn't receive the medal because he didn't register in the said running event. He made history for running wearing a polo  https://t.co/g3HMctNFYK",icymi  zach guerrero     suited up for team philippines men s running in the last recently concluded tokyo 2020 olympics  zach finished gold  but didn t receive the medal because he didn t register in the said running event  he made history for running wearing a polo   ,0.0,0.15833333333333333,positive,0.0,0.908,0.092,0.631
9868,Beijing Olympics -📀𝙄𝙣𝙩𝙧𝙤𝙙𝙪𝙘𝙩𝙞𝙤𝙣 𝙖𝙣𝙙 𝙍𝙤𝙣𝙙𝙤 𝘾𝙖𝙥𝙧𝙞𝙘𝙘𝙞𝙤𝙨𝙤  fancam(출처는 영상에!)  #하뉴 #하뉴유즈루 #羽生結弦 #Beijingolympics2022 #HanyuYuzuru #YuzuruHanyu𓃵  https://t.co/ZsWUmk9a22,beijing olympics                                       fancam                              beijingolympics2022  hanyuyuzuru  yuzuruhanyu    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
9869,Dozens of flag football teams from across the state came together at Raymond James Stadium Saturday to compete in the 4th Annual Sunshine Bowl to raise money for Special Olympics Florida.   https://t.co/lgKoksMf6M,dozens of flag football teams from across the state came together at raymond james stadium saturday to compete in the 4th annual sunshine bowl to raise money for special olympics florida     ,0.35714285714285715,0.5714285714285714,positive,0.0,0.831,0.169,0.7096
9870,"FAHAMMMMM ,a big no tengok samaa ayah or orang orang tua . After tengok match olympic ritu dengan ayah ,aku memilih untuk tengok sendiri. Sakit telinga sakit hati",fahammmmm  a big no tengok samaa ayah or orang orang tua   after tengok match olympic ritu dengan ayah  aku memilih untuk tengok sendiri  sakit telinga sakit hati,0.0,0.1,negative,0.081,0.919,0.0,-0.296
9871,"@snherbert @Sonnet_Lumiere We have to! Look at where we are and compare it to 2012 when we felt just a bit proud to be British when the Olympics was described as "" the friendly games"" on the world stage. Now? A pariah 💔 #GTTO",    lumiere we have to  look at where we are and compare it to 2012 when we felt just a bit proud to be british when the olympics was described as   the friendly games  on the world stage  now  a pariah    gtto,0.39166666666666666,0.5,positive,0.0,0.855,0.145,0.743
9872,"In his 32 years in charge at the AOC, the 71-year-old helped Australia land two Olympics and successfully steered last summer's troubled 2020 Tokyo Games to the finish line.  https://t.co/LpcPkGo6j7",in his 32 years in charge at the aoc  the 71 year old helped australia land two olympics and successfully steered last summer s troubled 2020 tokyo games to the finish line    ,0.0875,0.5541666666666667,positive,0.085,0.824,0.091,0.0516
