,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
3291,"“What is investment?  Usain Bolt won 8 gold medals in 3 Olympics, and he only ran for less than 115 seconds on the track, earning $119 million dollars. That’s economy of effort.  But for those 2 minutes, he trained for 20 years. That’s investment. Think long term. Patience pays.”  https://t.co/GZkg7ZbtWk", what is investment   usain bolt won 8 gold medals in 3 olympics  and he only ran for less than 115 seconds on the track  earning  119 million dollars  that s economy of effort   but for those 2 minutes  he trained for 20 years  that s investment  think long term  patience pays     ,-0.07222222222222223,0.48888888888888893,positive,0.0,0.95,0.05,0.3291
3292,"Du 12 au 26 juin 2023, Berlin accueillera les Jeux Mondiaux d’Été Special Olympics 🇩🇪 Plus grand événement de sport adapté au monde, 7000 athlètes de 190 pays seront réunis pour prouver au monde qu’il existe un champion en chacun de nous ! Pour candidater👉 https://t.co/XSlx2d7OO4  https://t.co/x3pOVOOkou",du 12 au 26 juin 2023  berlin accueillera les jeux mondiaux d  t  special olympics    plus grand  v nement de sport adapt  au monde  7000 athl tes de 190 pays seront r unis pour prouver au monde qu il existe un champion en chacun de nous   pour candidater      ,0.4285714285714286,0.7857142857142857,positive,0.0,0.81,0.19,0.8625
3293,elfs with the crazy guilt trip olympics never fail to amaze me 😭,elfs with the crazy guilt trip olympics never fail to amaze me  ,-0.175,0.6,negative,0.404,0.44,0.157,-0.5423
3294,Puttin’ on a fitted sheet should be an olympic sport,puttin  on a fitted sheet should be an olympic sport,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3295,"@RyanAWagSystema @MigClass Katie Taylor won nine amateur world golds and one at the Olympics, whereas Keyshawn Davis lost every major final he ever got to, so that tracks.",    katie taylor won nine amateur world golds and one at the olympics  whereas keyshawn davis lost every major final he ever got to  so that tracks ,-0.0625,0.5833333333333334,positive,0.077,0.8,0.123,0.34
3296,"""Just casually Ellis said, 'I’ve got the race on Monday, I think I might win it,'"" a colleague at Up &amp; Running told @molly_mcelwee  Meet the retail assistant who paid £37 to beat four-time Olympic champion Mo Farah | @benbloomsport   https://t.co/jy7PL9WENf", just casually ellis said   i ve got the race on monday  i think i might win it    a colleague at up  amp  running told   mcelwee  meet the retail assistant who paid  37 to beat four time olympic champion mo farah        ,0.14999999999999997,0.6333333333333333,positive,0.0,0.778,0.222,0.8555
3297,@mrpolished Like on camera. Is she serious? Talking about she could’ve gone to the Olympics. Girl.  https://t.co/lTUpqD2lYG,  like on camera  is she serious  talking about she could ve gone to the olympics  girl    ,-0.3333333333333333,0.6666666666666666,positive,0.073,0.787,0.14,0.296
3298,The Ultimate 2 to 3 Days in Olympic National Park Itinerary - The World Was Here First  https://t.co/zWluWwPq5V,the ultimate 2 to 3 days in olympic national park itinerary   the world was here first   ,0.125,0.6666666666666666,neutral,0.0,1.0,0.0,0.0
3299,Trying hard to beat our Olympic record.,trying hard to beat our olympic record ,-0.2916666666666667,0.5416666666666666,negative,0.189,0.811,0.0,-0.1027
3300,feels like the NHL season just dragged on forever this year. probably the Olympic break.  I’m not even in a playoff mode yet with that. got about 9 hours to figure that out,feels like the nhl season just dragged on forever this year  probably the olympic break   i m not even in a playoff mode yet with that  got about 9 hours to figure that out,0.0,0.0,positive,0.038,0.883,0.079,0.3182
3301,How’s everyone’s Monday going?  What hobbies do you enjoy??   I have a couple that I enjoy but at the top of the list is Olympic Weightlifting. Getting close to signing up for another competition. Been a little while since I’ve done one 😳,how s everyone s monday going   what hobbies do you enjoy     i have a couple that i enjoy but at the top of the list is olympic weightlifting  getting close to signing up for another competition  been a little while since i ve done one  ,0.278125,0.5,positive,0.0,0.845,0.155,0.6597
3302,"14050 Olympic Drive, Clearlake Public Works Director  https://t.co/XotlD2qglS @GovernmentJobs",14050 olympic drive  clearlake public works director     ,0.0,0.06666666666666667,neutral,0.0,1.0,0.0,0.0
3303,if self destruction was an olympic event,if self destruction was an olympic event,0.0,0.0,negative,0.381,0.619,0.0,-0.5719
3304,@undersearain @RadianceXIV The biggest thing people were upset about is that the tweets didn't come off in good nature. It wasn't a positive hype. It came off as bragging instead of good natured sportsmanship. It's like being in the Olympics and taunting your opponents. Vs mogtalk event + streamers memes,    the biggest thing people were upset about is that the tweets didn t come off in good nature  it wasn t a positive hype  it came off as bragging instead of good natured sportsmanship  it s like being in the olympics and taunting your opponents  vs mogtalk event   streamers memes,0.5424242424242424,0.5818181818181819,positive,0.047,0.739,0.214,0.8519
3305,Weirdo Olympics!,weirdo olympics ,0.0,0.0,negative,0.737,0.263,0.0,-0.4215
3306,"Perseverance is a trait that @BillyMillsGold has had his entire life.  Poverty, racism and suicidal thoughts couldn't keep the former @KUTrack All-American down, as he would win gold at the 1964 @Olympics.  His tremendous story is out now ⤵️  https://t.co/cKt4IOYDiJ  https://t.co/7m0rlKlwJ0",perseverance is a trait that   has had his entire life   poverty  racism and suicidal thoughts couldn t keep the former   all american down  as he would win gold at the 1964     his tremendous story is out now         ,0.16296296296296298,0.3856481481481482,negative,0.255,0.664,0.081,-0.8442
3307,@Spice__Weasel This is especially funny since 2028 will be summer Olympics,   weasel this is especially funny since 2028 will be summer olympics,0.5,1.0,positive,0.0,0.758,0.242,0.4927
3308,"I’ve come around on the Depp/Heard trial the same way I came around on Olympic curling. I couldn’t see what the bid deal was but after watching a bit, I’m hooked 100%. Her legal team 🥴",i ve come around on the depp heard trial the same way i came around on olympic curling  i couldn t see what the bid deal was but after watching a bit  i m hooked 100   her legal team  ,0.1,0.1625,positive,0.0,0.947,0.053,0.1901
3309,"My bros are doing big things!  The soon to be released 3d @brobotnfts 🚀  partnering with the Robotics Special Olympics in 2028 in LA, with their Brobot NFTs and they are doing MEGA airdrops today so let celebrate fam 💥",my bros are doing big things   the soon to be released 3d      partnering with the robotics special olympics in 2028 in la  with their brobot nfts and they are doing mega airdrops today so let celebrate fam  ,0.17857142857142858,0.3357142857142857,positive,0.0,0.84,0.16,0.7703
3310,@NBCSports @icy_blue0505 Please bring back the 2022 Olympics figure skating contents on Peacock and your YouTube Channel.,    blue0505 please bring back the 2022 olympics figure skating contents on peacock and your youtube channel ,0.0,0.0,positive,0.0,0.867,0.133,0.3182
3311,There's still plenty of time to donate to our team! All funds raised go to supporting Special Olympics Georgia. Donate at:  https://t.co/Qt46FwZTDB,there s still plenty of time to donate to our team  all funds raised go to supporting special olympics georgia  donate at    ,0.3035714285714286,0.4107142857142857,positive,0.0,0.772,0.228,0.6808
3312,Out Olympic gymnast wows Voice judges &amp; lands coveted spot in singing competition / LGBTQ Nation  https://t.co/wioLHl7Tfh via @lgbtqnation,out olympic gymnast wows voice judges  amp  lands coveted spot in singing competition   lgbtq nation    via  ,0.0,0.0,positive,0.0,0.833,0.167,0.4588
3313,They're banned from coaching Olympic sports. Why are they instructing children?  https://t.co/LwK510kg5I via @nbcnews,they re banned from coaching olympic sports  why are they instructing children     via  ,0.0,0.0,negative,0.2,0.8,0.0,-0.4588
3314,"It will never not amuse me when I think back to when chapter 11 or 12 of Bones In The Ocean was posted, my town was celebrating because someone in the community made it into the Olympics.  I was there and got the email notification and just sat on the curb to read the chapter lol",it will never not amuse me when i think back to when chapter 11 or 12 of bones in the ocean was posted  my town was celebrating because someone in the community made it into the olympics   i was there and got the email notification and just sat on the curb to read the chapter lol,0.4,0.35,positive,0.0,0.858,0.142,0.8142
3315,"Follow Choz'ley brimmage on Instagram  Lawrence Township up-and-coming!!! She is 8 yr old &amp; a triple threat athlete in soccer,track &amp; basketball #chozleybrimmage @LawrenceSupt @MaryCastleElem @FOXSoccer @NCAATrackField @WNBA  she got next!!🔥🔥🔥 Journey to Jr Olympics up next🏃🏾‍♀️  https://t.co/W8Sm95Mi6U",follow choz ley brimmage on instagram  lawrence township up and coming    she is 8 yr old  amp  a triple threat athlete in soccer track  amp  basketball  chozleybrimmage            she got next      journey to jr olympics up next        ,0.03333333333333333,0.06666666666666667,negative,0.093,0.907,0.0,-0.5267
3317,@NelsonHavi Olympics 2023 upeleke ujuzi wa kuendesha baiskeli juu bunge nayo huoni,  olympics 2023 upeleke ujuzi wa kuendesha baiskeli juu bunge nayo huoni,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3318,"They're banned from coaching Olympic sports. Why are they instructing children? At least 20 people appear to be working with kids after they were accused of abuse and barred from participating in Olympic-affiliated events, NBC News found.",they re banned from coaching olympic sports  why are they instructing children  at least 20 people appear to be working with kids after they were accused of abuse and barred from participating in olympic affiliated events  nbc news found ,-0.3,0.4,negative,0.207,0.793,0.0,-0.8555
3319,@MichaelWarbur17 Don’t forget Little Chef: Olympic Feast!,  don t forget little chef  olympic feast ,-0.1875,0.5,negative,0.275,0.725,0.0,-0.2263
3320,@tombradyyisgoat Shey you get. I love a multitude of sports. Even enjoy watching the lesser known ones at Olympics and athletic meets but e no go ever pass watching Chessy regardless how terrible we're playing.,  shey you get  i love a multitude of sports  even enjoy watching the lesser known ones at olympics and athletic meets but e no go ever pass watching chessy regardless how terrible we re playing ,-0.024999999999999994,0.65,negative,0.17,0.661,0.169,-0.2617
3321,They're banned from coaching Olympic sports. Why are they instructing children? - NBC News  https://t.co/5O5wu0qvMJ,they re banned from coaching olympic sports  why are they instructing children    nbc news   ,0.0,0.0,negative,0.188,0.812,0.0,-0.4588
3322,@ImpunityCity @aahvedra @edwinfornyc @Olympics You should take a class!  https://t.co/4A4NSUmPdb,        you should take a class    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3323,Train with a purpose and train with applicable movements to your sport!  ATHLETES ARE NOT POWERLIFTERS OR OLYMPIC LIFTERS! Athletes need EXPLOSIVE STRENGTH NOT MAXIMAL STRENGTH! @IanKenyonNFL @NFL @espn @BleacherReport  https://t.co/hp6EmpfmFy,train with a purpose and train with applicable movements to your sport   athletes are not powerlifters or olympic lifters  athletes need explosive strength not maximal strength            ,0.0,0.0,positive,0.0,0.782,0.218,0.7506
3324,@A_bit_Jess @LilMeowMeowBTS7 They’re gonna have to roll a lot of espresso machines into Seoul Olympic stadium 😂,  bit jess   they re gonna have to roll a lot of espresso machines into seoul olympic stadium  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3325,Hay như một vận động viên tài giỏi giành 3 HCV Olympic vẫn bị chỉ trích bởi cánh đàn ông vì cô ấy để tóc ngắn.,hay nh  m t v n   ng vi n t i gi i gi nh 3 hcv olympic v n b  ch  tr ch b i c nh   n  ng v  c   y    t c ng n ,0.0,0.0,positive,0.0,0.556,0.444,0.8625
3326,@ZoeJardiniere When it becomes an Olympic sport we'll be world champions. Got to see the positives.,  when it becomes an olympic sport we ll be world champions  got to see the positives ,0.0,0.0,positive,0.0,0.673,0.327,0.7783
3327,@FredbirdsB @itscidernotcc @dhookstead @ClayTravis I’d never seen men make womens Olympics teams or win womens NCAA titles until fairly recently.,        i d never seen men make womens olympics teams or win womens ncaa titles until fairly recently ,0.4,0.325,positive,0.0,0.787,0.213,0.5859
3328,I am not about to compete for no bitch heart dis ain’t the Olympics😂,i am not about to compete for no bitch heart dis ain t the olympics ,0.0,0.0,negative,0.353,0.647,0.0,-0.7184
3329,Fran Fraschilla and two-time Connecticut state champion Jennifer Rizzotti to coach the @usabasketball men's and women's 2022 3-on-3 teams. Teams will try to earn FIBA ranking points to qualify the Americans for future World Cups and Olympics.,fran fraschilla and two time connecticut state champion jennifer rizzotti to coach the   men s and women s 2022 3 on 3 teams  teams will try to earn fiba ranking points to qualify the americans for future world cups and olympics ,0.0,0.125,positive,0.0,0.902,0.098,0.5994
3330,"Make sure to sign up for OSPA and GOSPA this summer. OSPA will be for non-football players that play Olympic sports such as soccer,baseball, basketball,etc. GOSPA will be for girl only sports. These camps are for upcoming 10-12th graders at Bixby high school.  @HomeofSpartans  https://t.co/3udO7xAJ9j",make sure to sign up for ospa and gospa this summer  ospa will be for non football players that play olympic sports such as soccer baseball  basketball etc  gospa will be for girl only sports  these camps are for upcoming 10 12th graders at bixby high school       ,0.165,0.7322222222222222,positive,0.0,0.905,0.095,0.5719
3331,"remember when some """"news"""" sites reporting on the beijing olympics were like the athletes have no food....the chinese??? starving people?????? bruh your only job is to lie and u fucking suck at it",remember when some   news   sites reporting on the beijing olympics were like the athletes have no food    the chinese    starving people       bruh your only job is to lie and u fucking suck at it,-0.19999999999999998,0.6,negative,0.206,0.731,0.063,-0.6901
3332,Your Imaginations 🙂 Q Ke Itna Khatarnak Olympics Wala Abhi Tak Pakistan Me Peda Nahi Hua 🙂,your imaginations   q ke itna khatarnak olympics wala abhi tak pakistan me peda nahi hua  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3333,Mo Farah: Britain's multiple Olympic and world champion admits track career could be over | Athletics News - The Madras Tribune  #MadrasTribune #News #BreakingNews  https://t.co/LEuCQSu188  https://t.co/1lqCThMIaM,mo farah  britain s multiple olympic and world champion admits track career could be over   athletics news   the madras tribune   madrastribune  news  breakingnews      ,0.0,0.0,positive,0.0,0.766,0.234,0.7269
3334,They're banned from coaching Olympic sports. Why are they instructing children? - NBC News  https://t.co/0ltJLpN5LQ,they re banned from coaching olympic sports  why are they instructing children    nbc news   ,0.0,0.0,negative,0.188,0.812,0.0,-0.4588
3335,"@em_sandy The timing of her injury last year, when she left @OLReign, was so unfortunate, knocking her out of Olympic consideration. I wrote to her then, to tell her how much I loved seeing her between the pipes, and I am sorry to see this. But what a career.",  sandy the timing of her injury last year  when she left    was so unfortunate  knocking her out of olympic consideration  i wrote to her then  to tell her how much i loved seeing her between the pipes  and i am sorry to see this  but what a career ,-0.06000000000000001,0.5733333333333334,negative,0.114,0.834,0.051,-0.2577
3337,@Dan_Wyke If female &amp; minority is in the mix mountaineer or Olympic medalist still wouldn't matter.,  wyke if female  amp  minority is in the mix mountaineer or olympic medalist still wouldn t matter ,0.0,0.16666666666666666,positive,0.0,0.932,0.068,0.0258
3338,"@pavelhoudek @beztrestu Přestávám poslouchat Olympic. Já bych jim dal, páprdům, někam sahat… 💁🏼‍♂️",    p est v m poslouchat olympic  j  bych jim dal  p prd m  n kam sahat       ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3339,Why you may see obstacle course racing at the Olympics – and not equestrian – National |  https://t.co/s0N0i8EwHX  https://t.co/QKjiwNQs47,why you may see obstacle course racing at the olympics   and not equestrian   national        ,0.0,0.0,negative,0.161,0.839,0.0,-0.3612
3340,"Olympic Way/ Thornton Beach area, Police and Fire Response, avoid the area for responding personnel and equipment.  https://t.co/KBT2HBDCjq",olympic way  thornton beach area  police and fire response  avoid the area for responding personnel and equipment    ,0.0,0.0,negative,0.235,0.765,0.0,-0.5574
3341,1Q National TV ad revenue sink 2.6% sans Olympics; AVOD grows 63% @moffettnathanso  https://t.co/1CKBf2e0nE,1q national tv ad revenue sink 2 6  sans olympics  avod grows 63      ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3342,huy what's with k-word and n-word comparison ha ahahahahaha are we trying to get oppression olympics here 😩,huy what s with k word and n word comparison ha ahahahahaha are we trying to get oppression olympics here  ,0.0,0.0,positive,0.0,0.87,0.13,0.34
3343,They literally had the Olympics in Nazi germany,they literally had the olympics in nazi germany,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3344,"Asked if the result had persuaded Farah that his track career was done, the four-times Olympic and six-times world champion said: “I think for sure. I’m just being honest with you guys. In terms of track, that’s it, I think. I’m not a spring chicken any more.”  https://t.co/8uLVvDSb2f",asked if the result had persuaded farah that his track career was done  the four times olympic and six times world champion said   i think for sure  i m just being honest with you guys  in terms of track  that s it  i think  i m not a spring chicken any more     ,0.25,0.8097222222222222,positive,0.0,0.812,0.188,0.8591
3345,"@out_sid_e I always deeply admire non North American leafs fans (or hockey fans in general), the Olympics or the worlds are usually the only times I ever need to be up an ungodly hour to watch sports, I can’t imagine having to do that over half the year 🥴",  sid e i always deeply admire non north american leafs fans  or hockey fans in general   the olympics or the worlds are usually the only times i ever need to be up an ungodly hour to watch sports  i can t imagine having to do that over half the year  ,-0.06111111111111111,0.38611111111111107,positive,0.0,0.928,0.072,0.5256
3346,The fuck around and find out Olympics continues in DC.,the fuck around and find out olympics continues in dc ,-0.4,0.6,negative,0.28,0.72,0.0,-0.5423
3347,@PAPIFOOL Wasn’t Duncan on that shitty ass Olympic team in like 04 that let Argentina win ? 😂,  wasn t duncan on that shitty ass olympic team in like 04 that let argentina win    ,0.8,0.4,negative,0.291,0.451,0.258,-0.2023
3348,"Ok, so you're saying that ""Book Lovers"" by Emily Henry, ""Book of Night"" by Holly Black AND ""By the Book"" by Jasmine Guillory are all coming out today?! This is like the Olympics of libraries  https://t.co/MR0waDo3WN",ok  so you re saying that  book lovers  by emily henry   book of night  by holly black and  by the book  by jasmine guillory are all coming out today   this is like the olympics of libraries   ,0.16666666666666669,0.4666666666666667,positive,0.0,0.803,0.197,0.7964
3349,@OctopusMask @aahvedra @edwinfornyc @Olympics what services,        what services,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3350,US Olympic &amp; Paralympic Hall of Fame announces 2022 finalists  https://t.co/LHpaOQYMB3,us olympic  amp  paralympic hall of fame announces 2022 finalists   ,0.0,0.0,positive,0.0,0.756,0.244,0.4404
3351,Mo Farah: Britain’s multiple Olympic and world champion admits track career could be over | Athletics News  https://t.co/GFophFWGoi,mo farah  britain s multiple olympic and world champion admits track career could be over   athletics news   ,0.0,0.0,positive,0.0,0.697,0.303,0.7269
3352,Excited to contribute to the growth of a new Olympic sport like @usab3x3 &amp; honored to be a part of the @usabasketball program.,excited to contribute to the growth of a new olympic sport like    amp  honored to be a part of the   program ,0.2556818181818182,0.6022727272727273,positive,0.0,0.57,0.43,0.8834
3353,Premier’s Office Defends Boyfriend’s Olympics “Meet And Greet” 3/5/2022  https://t.co/ilWEhVsgrX,premier s office defends boyfriend s olympics  meet and greet  3 5 2022   ,0.0,0.0,positive,0.0,0.777,0.223,0.3182
3354,Want to say  very thanks  Becca  Be Specail Olympic caledon coach for swimmer and track  @go4arun and wish luck in Toronto Specail Olympics  https://t.co/qjx7gy88vs,want to say  very thanks  becca  be specail olympic caledon coach for swimmer and track    and wish luck in toronto specail olympics   ,0.26,0.26,positive,0.0,0.638,0.362,0.8479
3355,Olympics official says 2000 Games in Sydney were 'bought to a large extent'  https://t.co/hNQXjxQJJz  https://t.co/3pGlHqq5Rp,olympics official says 2000 games in sydney were  bought to a large extent       ,0.21428571428571427,0.42857142857142855,neutral,0.0,1.0,0.0,0.0
3356,"""the greatest of wrongdoers, and the dragon, Xi Jinping in Beijing the headquarters of the 2022 Olympics"" Imam Nasser Mohammed Al-Yamani 08-Rajab-1443AH 09-2-2022 AD  https://t.co/9Cni4qWFex  #تحدي_المهدي_لسلمان_وابن_سلمان &amp;xhyO&amp;", the greatest of wrongdoers  and the dragon  xi jinping in beijing the headquarters of the 2022 olympics  imam nasser mohammed al yamani 08 rajab 1443ah 09 2 2022 ad                                     amp xhyo amp ,1.0,1.0,positive,0.0,0.877,0.123,0.6369
3357,"Sapporo, Salt Lake head race to 2030 Olympics -  https://t.co/lLbwveIZoI  https://t.co/Ho7EtdFjjz",sapporo  salt lake head race to 2030 olympics        ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3358,Why you may see obstacle course racing at the Olympics – and not equestrian #123INFO  https://t.co/FP11hAACbR,why you may see obstacle course racing at the olympics   and not equestrian  123info   ,0.0,0.0,negative,0.161,0.839,0.0,-0.3612
3359,Latest news from our live coverage of Olympics reveals protests. More updates to follow.,latest news from our live coverage of olympics reveals protests  more updates to follow ,0.37878787878787873,0.6333333333333333,negative,0.128,0.872,0.0,-0.2263
3360,"@juanignacio_ac Bencic won the Olympic Gold, Halep is a former RG champ and the #2 fave at the RG this season, Jabeur is a top 10 player n Gauff is who the US Media has annointed as a future 20 time slam champ.  No idea how those type of matchups arent all they are talking about right now",  ac bencic won the olympic gold  halep is a former rg champ and the  2 fave at the rg this season  jabeur is a top 10 player n gauff is who the us media has annointed as a future 20 time slam champ   no idea how those type of matchups arent all they are talking about right now,0.19642857142857142,0.2901785714285714,positive,0.073,0.703,0.223,0.8689
3361,@GamecockWBB @dawnstaley I paid a grip to go see Dawn in 96 Olympics and it was worth it!! Congrats,    i paid a grip to go see dawn in 96 olympics and it was worth it   congrats,0.3,0.1,positive,0.0,0.71,0.29,0.6486
3362,You can vote and help pick the next Olympic Hall of Famers,you can vote and help pick the next olympic hall of famers,0.0,0.0,positive,0.0,0.803,0.197,0.4019
3363,"@jessesanchez @NilesGApol LA has lots of good venues, that is why it is a good choice. But it is not because of leftover purpose built Olympic infrastructure. Of that, I think only the Shooting venue is still in use.",    la has lots of good venues  that is why it is a good choice  but it is not because of leftover purpose built olympic infrastructure  of that  i think only the shooting venue is still in use ,0.4666666666666666,0.7333333333333334,positive,0.0,0.894,0.106,0.4404
3364,#olympics #iceskating #figure ALEXANDRA TRUSOVA Shocked with Her Behavior at the Awarding of figure skaters in the Kremlin  https://t.co/C8zJ7rO5PK  https://t.co/8h8RVDTBRf, olympics  iceskating  figure alexandra trusova shocked with her behavior at the awarding of figure skaters in the kremlin      ,-0.7,0.8,positive,0.108,0.755,0.137,0.1531
3365,@theirpitch In the Olympic final you had Rolfö and Jakobsson switch sides. How does have flexible wingers who can play on either side help the team?,  in the olympic final you had rolf  and jakobsson switch sides  how does have flexible wingers who can play on either side help the team ,0.0,1.0,positive,0.0,0.759,0.241,0.7184
3366,"🍿 Hey everyone, PLEASE consider supporting!! The Central Florida Gliders’ DoubleGood Popcorn fundraiser starts NOW! This popcorn insanely delicious and 50% of your purchase goes directly towards Alexa’s competition expenses for the 2022 T&amp;F Jr. Olympics!   https://t.co/KiWE3ceX3T",  hey everyone  please consider supporting   the central florida gliders  doublegood popcorn fundraiser starts now  this popcorn insanely delicious and 50  of your purchase goes directly towards alexa s competition expenses for the 2022 t amp f jr  olympics     ,0.3375,0.475,positive,0.0,0.782,0.218,0.836
3367,"@JRubinBlogger Jennifer, President Biden's administration confirmed Trump's State Department's finding that Xi Jinping is also committing genocide. Yet China just hosted the Olympics, in spite of that finding. What's the basis for outrage at one genocide and complicit acceptance of another?",  jennifer  president biden s administration confirmed trump s state department s finding that xi jinping is also committing genocide  yet china just hosted the olympics  in spite of that finding  what s the basis for outrage at one genocide and complicit acceptance of another ,0.4,1.0,negative,0.143,0.766,0.091,-0.5267
3368,"The Winter Olympics began to like you, but I will always like you and support you. Pay attention to your body and be happy every day. good night. Yuzuru Hanyu.",the winter olympics began to like you  but i will always like you and support you  pay attention to your body and be happy every day  good night  yuzuru hanyu ,0.75,0.8,positive,0.038,0.547,0.415,0.9505
3369,The show BEGINS! Haven't been around the Richard Russell Bldg in a LONG  while!  I once took care of the plants there.   Can't imagine what it would be like with all that SECURITY.   Doing GaTech plants during Olympics was bad enough!   https://t.co/P2VGUrHHg7,the show begins  haven t been around the richard russell bldg in a long  while   i once took care of the plants there    can t imagine what it would be like with all that security    doing gatech plants during olympics was bad enough     ,-0.24999999999999997,0.5222222222222223,positive,0.075,0.751,0.174,0.5574
3370,"SPORTS: @ChloeKim | Olympic Gold Medalist, Snowboarding  LIFESTYLE: @PayalKadakia | @classpass Founder, Artist &amp; Author of LifePass  (3/5)  https://t.co/Nza5e0I7OC",sports      olympic gold medalist  snowboarding  lifestyle        founder  artist  amp  author of lifepass   3 5    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3371,"Am Donnerstag, dem 5 Mai 2022 um 15.00 Uhr, findet im Rahmen von LIVE (Lokal Inklusiv Verein(tes) Engagement), das ein bundesweites Projekt von Special Olympics Deutschland ist, eine inklusive Rolltour statt!   https://t.co/GxRdVUvNon  https://t.co/WmCTc0grPc",am donnerstag  dem 5 mai 2022 um 15 00 uhr  findet im rahmen von live  lokal inklusiv verein tes  engagement   das ein bundesweites projekt von special olympics deutschland ist  eine inklusive rolltour statt        ,0.24675324675324675,0.5357142857142857,positive,0.0,0.84,0.16,0.6908
3372,They're banned from coaching Olympic sports. Why are they instructing children? - NBC News  https://t.co/OmZ1QWKyTO,they re banned from coaching olympic sports  why are they instructing children    nbc news   ,0.0,0.0,negative,0.188,0.812,0.0,-0.4588
3373,Dr. Selena Snowden received the Golisano Global Health Leadership Award for her many years of service to the Special Olympics of Florida. Read more about Dr. Snowden's amazing work in the community:  https://t.co/ova0gP0fGq @SpecialOlympics  https://t.co/pr6tAX83NQ,dr  selena snowden received the golisano global health leadership award for her many years of service to the special olympics of florida  read more about dr  snowden s amazing work in the community         ,0.39142857142857146,0.49428571428571433,positive,0.0,0.744,0.256,0.875
3374,"@IAmMrSirKing @wrestlingnomad @KozakJon if you worry about your seed at this level you don’t make the team. 2016 Olympic Trials certainly proved that. hey it’s a matter of opinion.  I have mine, you have yours. My son is a HS wrestler and he could care less about his seed. 1 match at a time he always tells me.",      if you worry about your seed at this level you don t make the team  2016 olympic trials certainly proved that  hey it s a matter of opinion   i have mine  you have yours  my son is a hs wrestler and he could care less about his seed  1 match at a time he always tells me ,0.023809523809523808,0.319047619047619,positive,0.052,0.827,0.121,0.4215
3375,Pilot 2020 the first shaker mechanical pencil  https://t.co/iTftl4a00F #mechanical pencil #pilot #japanese goods #olympic,pilot 2020 the first shaker mechanical pencil     mechanical pencil  pilot  japanese goods  olympic,0.125,0.16666666666666666,neutral,0.0,1.0,0.0,0.0
3376,"@StuchlikovLucie Tvl. Olympic nebo v čem to hrál, to nechceš. Štěstí že jsem vždy žil mimo tyto hovadiny.",  tvl  olympic nebo v  em to hr l  to nechce    t st   e jsem v dy  il mimo tyto hovadiny ,0.0,0.0,neutral,0.0,1.0,0.0,0.0
3377,"Multiple Olympic and world champion Mo Farah admitted his elite track career could be over after he finished runner-up in the Vitality London 10,000 on Monday on his return to action.   https://t.co/61Tp9z2k00 #sports #SportsPanorama",multiple olympic and world champion mo farah admitted his elite track career could be over after he finished runner up in the vitality london 10 000 on monday on his return to action       sports  sportspanorama,0.05,0.05,positive,0.0,0.808,0.192,0.765
3378,"""And he was not an atom's weight suspicious that he will attend the opening of the Olympics in Beijing."" Imam Nasser Mohammed Al-Yamani 08-Rajab-1443AH 09-2-2022 AD  https://t.co/yjRkrJH9ye  #تحدي_المهدي_لسلمان_وابن_سلمان KnxQXb", and he was not an atom s weight suspicious that he will attend the opening of the olympics in beijing   imam nasser mohammed al yamani 08 rajab 1443ah 09 2 2022 ad                                    knxqxb,0.0,0.0,negative,0.077,0.923,0.0,-0.3612
3379,"@RichLightShed @peacockTV Sports on Peacock🦚 ⚾️MLB 🏅Olympics  🏈NFL Sunday Night  🤼‍♀️ WWE  ⚽️Premier League/World Cup(Telemundo) 🏈Notre Dame  ⛳️PGA Tour, US Open, Open Champ, Ryder Cup 🎾French Open 🚴‍♂️Tour de France/Vuelta 🐎 Derby/Preakness 🏁NASCAR/IndyCar 🏍 SuperCross 🏉Rugby World Cup/Six Nations",    sports on peacock    mlb  olympics   nfl sunday night       wwe    premier league world cup telemundo   notre dame    pga tour  us open  open champ  ryder cup  french open     tour de france vuelta   derby preakness  nascar indycar   supercross  rugby world cup six nations,0.0,0.375,positive,0.0,0.926,0.074,0.4767
3380,@DarthJaybo Duncan medal in Olympics Greek hasn’t 😂😂😂😂😂😂😂😂😂😂 since we being petty lmao 😂😂😂 and he went one in nba draft lmao,  duncan medal in olympics greek hasn t            since we being petty lmao     and he went one in nba draft lmao,0.39999999999999997,0.6666666666666666,positive,0.065,0.542,0.394,0.8779
3381,"Dear @Abhinav_Bindra , You are such an iconic athlet and have inspired millions of youth 🙏🙏what example are you setting by endorsing Rummy 🙃🙃 @RummyCulture #rummyculture #Olympics  https://t.co/6lrrqWXA7V",dear   bindra   you are such an iconic athlet and have inspired millions of youth   what example are you setting by endorsing rummy       rummyculture  olympics   ,0.25,0.5,positive,0.0,0.791,0.209,0.7003
